APPOINTMENT_ODU_ID,PRACTICE_ODU_ID,PRACTICE_NAME,PATIENT_ODU_ID,RESOURCE_ODU_ID,APPOINTMENT_DATE,APPOINTMENT_DATETIME,DURATION,PIMS_SOURCE,PIMS_SCHEDULE_TYPE,PIMS_STATUS,NOTES,APPOINTMENT_TYPE,IS_CANCELED_APPOINTMENT,ODU_IS_DELETED,CREATED_DATE,APPT_DATE,TOTAL_AMOUNT,TOTAL_QTY,ANY_INCLINIC,ANY_REVENUE,TXN_COUNT,NO_SHOW,LEAD_TIME_HOURS,DAY_OF_WEEK,HOUR_OF_DAY,MONTH,WEEKDAY_NUM,IS_WEEKEND,IS_MORNING_SLOT,IS_AFTERNOON_SLOT,IS_EVENING_SLOT,DURATION_MIN,PREV_APPT_DATE,DAYS_SINCE_LAST_APPT,PAST_NOSHOW_RATE,RESOURCE_NOSHOW_RATE,PRACTICE_NOSHOW_RATE,IS_MONTH_START,IS_MONTH_END
331452-93989,93989-location,Dogs & Cats Hospital,31514-93989,21-93989,2025-01-02,2025-01-02 10:30:00,15,Appointment,Exam,No Show,"JH: 01-02-25 at 11:11a: LMOM regarding missed appt_x000D_
JH: 12-23-24 at 11:29a: Recheck ears_x000D_
_x000D_
SJ: 01-02-25 at 12:59p: Owner called back to say she had to attend a furneral will cancel for now and call if needs us.",Professional Services,True,False,2024-12-23,2025-01-02,0.0,,False,False,,True,250.5,Thursday,10,1,3,False,True,False,False,15,,,,0.275092936802974,0.3671988388969521,False,False
333456-93989,93989-location,Dogs & Cats Hospital,31515-93989,21-93989,2025-02-18,2025-02-18 10:00:00,30,Appointment,Exam,Cancelled,"TOR: 02-17-25 at 7:19a: weather_x000D_
_x000D_
JH: 02-13-25 at 10:17a: Annual w/vax",Professional Services,True,False,2025-02-13,2025-02-18,0.0,,False,False,,True,130.0,Tuesday,10,2,1,False,True,False,False,30,,,,0.275092936802974,0.3671988388969521,False,False
333555-93989,93989-location,Dogs & Cats Hospital,31515-93989,23-93989,2025-02-25,2025-02-25 10:15:00,30,Appointment,Exam,Kept,"JH: 02-17-25 at 8:26a: Annual w/vax_x000D_
_x000D_
2/23/2025 10:29 AM: Appointment is confirmed",Professional Services,False,False,2025-02-17,2025-02-25,410.7000000000001,11.0,True,True,10.0,False,202.25,Tuesday,10,2,1,False,True,False,False,30,2025-02-18 10:00:00,7.0,1.0,0.23934426229508196,0.3671988388969521,False,False
333554-93989,93989-location,Dogs & Cats Hospital,31516-93989,23-93989,2025-02-25,2025-02-25 10:00:00,15,Appointment,Exam,Kept,"JH: 02-17-25 at 8:25a: Annual w/vax_x000D_
_x000D_
2/23/2025 10:29 AM: Appointment is confirmed",Professional Services,False,False,2025-02-17,2025-02-25,270.7,8.0,True,True,8.0,False,202.0,Tuesday,10,2,1,False,True,False,False,15,,,,0.23934426229508196,0.3671988388969521,False,False
331891-93989,93989-location,Dogs & Cats Hospital,31535-93989,166-93989,2025-01-27,2025-01-27 15:30:00,15,Appointment,Technician appointment,Kept,"TOR: 01-06-25 at 2:54p: ProHeart 12_x000D_
_x000D_
1/25/2025 3:41 PM: Appointment is confirmed",Professional Services,False,False,2025-01-06,2025-01-27,209.8,3.0,True,True,3.0,False,519.5,Monday,15,1,0,False,False,True,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
324279-93989,93989-location,Dogs & Cats Hospital,31536-93989,113-93989,2025-02-17,2025-02-17 08:00:00,15,Appointment,Grooming,Kept,"TOR: 07-09-24 at 1:39p: Groom_x000D_
every 8 weeks",Grooming,False,False,2024-07-09,2025-02-17,65.0,1.0,True,True,1.0,False,5360.0,Monday,8,2,0,False,True,False,False,15,,,,0.4574898785425101,0.3671988388969521,False,False
329297-93989,93989-location,Dogs & Cats Hospital,31542-93989,113-93989,2025-01-20,2025-01-20 09:00:00,15,Appointment,Grooming,Rescheduled,"SJ: 10-31-24 at 10:15a: Groom_x000D_
_x000D_
1/18/2025 9:52 AM: Appointment is confirmed",Grooming,False,False,2024-10-31,2025-01-20,403.2000000000001,10.0,True,True,10.0,False,1953.0,Monday,9,1,0,False,True,False,False,15,,,,0.4574898785425101,0.3671988388969521,False,False
332754-93989,93989-location,Dogs & Cats Hospital,31542-93989,113-93989,2025-01-28,2025-01-28 08:00:00,15,Appointment,Grooming,Kept,"SJ: 10-31-24 at 10:15a: Groom_x000D_
_x000D_
1/18/2025 9:52 AM: Appointment is confirmed",Grooming,False,False,2024-10-31,2025-01-28,81.8,2.0,True,True,2.0,False,2144.0,Tuesday,8,1,1,False,True,False,False,15,2025-01-20 09:00:00,7.0,0.0,0.4574898785425101,0.3671988388969521,False,False
332827-93989,93989-location,Dogs & Cats Hospital,31542-93989,23-93989,2025-02-03,2025-02-03 08:45:00,45,Appointment,Dental,Kept,"SJ: 01-28-25 at 4:33p: Dental Dr D_x000D_
_x000D_
2/2/2025 9:51 AM: Appointment is confirmed",Dentistry,False,False,2025-01-28,2025-02-03,440.0,18.0,True,True,13.0,False,152.75,Monday,8,2,0,False,True,False,False,45,2025-01-28 08:00:00,6.0,0.0,0.23934426229508196,0.3671988388969521,False,False
333372-93989,93989-location,Dogs & Cats Hospital,31546-93989,35-93989,2025-02-13,2025-02-13 08:00:00,15,Appointment,Boarding,Kept,"PEB: 02-11-25 at 11:18a: Brd till 2/15, N/T",Boarding,False,False,2025-02-11,2025-02-13,0.0,,False,False,,True,56.0,Thursday,8,2,3,False,True,False,False,15,,,,0.859504132231405,0.3671988388969521,False,False
333458-93989,93989-location,Dogs & Cats Hospital,31546-93989,166-93989,2025-02-13,2025-02-13 11:30:00,15,Appointment,Drop Off,Kept,JH: 02-13-25 at 11:08a: N/T before boarding,Professional Services,False,False,2025-02-13,2025-02-13,0.0,,False,False,,True,11.5,Thursday,11,2,3,False,True,False,False,15,2025-02-13 08:00:00,0.0,1.0,0.4013605442176871,0.3671988388969521,False,False
33426-93989,93989-location,Dogs & Cats Hospital,31547-93989,166-93989,2025-02-27,2025-02-27 09:45:00,15,Appointment,Drop Off,Kept,"SJ: 02-27-25 at 8:08a: Walk in - Sneezing, runny nose, chewed and ate bedding last week, may have eaten bed, having diar, and mopey",Professional Services,False,False,2025-02-27,2025-02-27,0.0,,False,False,,True,9.75,Thursday,9,2,3,False,True,False,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
333731-93989,93989-location,Dogs & Cats Hospital,31561-93989,166-93989,2025-02-21,2025-02-21 09:15:00,15,Appointment,Drop Off,Kept,"JH: 02-20-25 at 11:31a: Annual w/vax then Brd_x000D_
*O will d/o about 10am",Professional Services,False,False,2025-02-20,2025-02-21,0.0,,False,False,,True,33.25,Friday,9,2,4,False,True,False,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
33373-93989,93989-location,Dogs & Cats Hospital,31561-93989,35-93989,2025-02-21,2025-02-21 09:30:00,15,Appointment,Boarding,Kept,JH: 02-20-25 at 11:28a: Brd till Sun 2/23; Vaccines,Boarding,False,False,2025-02-20,2025-02-21,0.0,,False,False,,True,33.5,Friday,9,2,4,False,True,False,False,15,2025-02-21 09:15:00,0.0,1.0,0.859504132231405,0.3671988388969521,False,False
333822-93989,93989-location,Dogs & Cats Hospital,31561-93989,166-93989,2025-02-22,2025-02-22 08:15:00,15,Appointment,Note,Kept,"MD: 02-21-25 at 7:15p: vaccinate (DHLPP, bordetella) first thing in the morning; call to ask O about ProHeart12 and flea/tick prevention",Professional Services,False,False,2025-02-21,2025-02-22,0.0,,False,False,,True,32.25,Saturday,8,2,5,True,True,False,False,15,2025-02-21 09:30:00,0.0,1.0,0.4013605442176871,0.3671988388969521,False,False
333348-93989,93989-location,Dogs & Cats Hospital,3158-93989,142-93989,2025-02-11,2025-02-11 15:00:00,30,Appointment,Exam,Kept,"PEP: 02-11-25 at 2:46p: Running late_x000D_
JH: 02-10-25 at 2:40p: collapsing trachea, episodes seem longer and more frequent_x000D_
*req AF",Professional Services,False,False,2025-02-10,2025-02-11,66.0,2.0,True,True,2.0,False,39.0,Tuesday,15,2,1,False,False,True,False,30,,,,0.24581005586592178,0.3671988388969521,False,False
333645-93989,93989-location,Dogs & Cats Hospital,31582-93989,142-93989,2025-02-24,2025-02-24 09:30:00,30,Appointment,Dental,Kept,"JH: 02-18-25 at 1:55p: Dental_x000D_
*req AF",Dentistry,False,False,2025-02-18,2025-02-24,648.6,16.0,True,True,15.0,False,153.5,Monday,9,2,0,False,True,False,False,30,,,,0.24581005586592178,0.3671988388969521,False,False
333842-93989,93989-location,Dogs & Cats Hospital,31583-93989,21-93989,2025-02-24,2025-02-24 09:30:00,30,Appointment,Exam,Kept,"TOR: 02-24-25 at 8:22a: Limping, Vaccines",Professional Services,False,False,2025-02-24,2025-02-24,943.5,43.0,True,True,14.0,False,9.5,Monday,9,2,0,False,True,False,False,30,,,,0.275092936802974,0.3671988388969521,False,False
333246-93989,93989-location,Dogs & Cats Hospital,31633-93989,23-93989,2025-02-07,2025-02-07 08:00:00,30,Appointment,Exam,Kept,"TOR: 01-10-25 at 8:21a: Vaccines_x000D_
_x000D_
2/5/2025 9:10 AM: Appointment is confirmed",Professional Services,False,False,2025-02-07,2025-02-07,149.2,6.0,True,True,6.0,False,8.0,Friday,8,2,4,False,True,False,False,30,,,,0.23934426229508196,0.3671988388969521,False,False
333273-93989,93989-location,Dogs & Cats Hospital,31641-93989,166-93989,2025-02-10,2025-02-10 08:15:00,15,Appointment,Drop Off,Kept,SJ: 02-07-25 at 12:46p: Cytopoint and NT,Professional Services,False,False,2025-02-07,2025-02-10,179.3,3.0,True,True,3.0,False,80.25,Monday,8,2,0,False,True,False,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
33337-93989,93989-location,Dogs & Cats Hospital,31641-93989,162-93989,2025-02-10,2025-02-10 08:45:00,15,Appointment,Bath by Tech,Kept,TOR: 02-10-25 at 7:38a: Deluxe bath,Professional Services,False,False,2025-02-10,2025-02-10,179.3,3.0,True,True,3.0,False,8.75,Monday,8,2,0,False,True,False,False,15,2025-02-10 08:15:00,0.0,0.0,0.2857142857142857,0.3671988388969521,False,False
33139-93989,93989-location,Dogs & Cats Hospital,31646-93989,65-93989,2025-01-03,2025-01-03 14:00:00,30,Appointment,Exam,Kept,"TOR: 12-20-24 at 12:04p: Recheck skin_x000D_
_x000D_
1/1/2025 2:04 PM: Appointment is confirmed",Professional Services,False,False,2024-12-20,2025-01-03,416.9,58.0,True,True,10.0,False,350.0,Friday,14,1,4,False,False,True,False,30,,,,0.4251968503937008,0.3671988388969521,False,False
33182-93989,93989-location,Dogs & Cats Hospital,31646-93989,65-93989,2025-01-23,2025-01-23 15:30:00,15,Appointment,Exam,Kept,"JH: 01-03-25 at 2:38p: Recheck ears and skin_x000D_
_x000D_
1/21/2025 9:54 PM: Appointment is confirmed",Professional Services,False,False,2025-01-03,2025-01-23,197.1,4.0,True,True,4.0,False,495.5,Thursday,15,1,3,False,False,True,False,15,2025-01-03 14:00:00,20.0,0.0,0.4251968503937008,0.3671988388969521,False,False
332241-93989,93989-location,Dogs & Cats Hospital,3171-93989,162-93989,2025-01-16,2025-01-16 08:00:00,15,Appointment,Bath by Tech,Kept,JH: 01-14-25 at 9:16a: B. bath,Professional Services,False,False,2025-01-14,2025-01-16,32.5,1.0,True,True,1.0,False,56.0,Thursday,8,1,3,False,True,False,False,15,,,,0.2857142857142857,0.3671988388969521,False,False
333539-93989,93989-location,Dogs & Cats Hospital,3171-93989,166-93989,2025-02-17,2025-02-17 08:00:00,15,Appointment,Drop Off,Kept,TOR: 02-17-25 at 7:35a: Bleeding from rectum since wed has HGE from Neels.,Professional Services,False,False,2025-02-17,2025-02-17,0.0,,False,False,,True,8.0,Monday,8,2,0,False,True,False,False,15,2025-01-16 08:00:00,32.0,0.0,0.4013605442176871,0.3671988388969521,False,False
329669-93989,93989-location,Dogs & Cats Hospital,31764-93989,113-93989,2025-01-10,2025-01-10 08:00:00,15,Appointment,Grooming,Kept,"TOR: 11-11-24 at 10:05a: Groom_x000D_
every 4th friday_x000D_
_x000D_
1/8/2025 10:42 AM: Appointment is confirmed",Grooming,False,False,2024-11-11,2025-01-10,256.5,142.0,True,True,4.0,False,1448.0,Friday,8,1,4,False,True,False,False,15,,,,0.4574898785425101,0.3671988388969521,False,False
332134-93989,93989-location,Dogs & Cats Hospital,31764-93989,166-93989,2025-02-07,2025-02-07 08:00:00,15,Appointment,Drop Off,Rescheduled,"JH: 02-03-25 at 2:50p: Rescheduled recheck for moved groom date to 2/21._x000D_
_x000D_
MD: 01-10-25 at 2:53p: recheck nose with Dr. Denson",Professional Services,False,False,2025-01-10,2025-02-07,242.5,142.0,True,True,4.0,False,680.0,Friday,8,2,4,False,True,False,False,15,2025-01-10 08:00:00,28.0,0.0,0.4013605442176871,0.3671988388969521,False,False
333173-93989,93989-location,Dogs & Cats Hospital,31764-93989,113-93989,2025-02-07,2025-02-07 08:00:00,15,Appointment,Grooming,Kept,"EJF: 02-06-25 at 3:12p: LMOM confirming appt_x000D_
TOR: 11-11-24 at 10:05a: Groom_x000D_
every 4th friday",Grooming,False,False,2024-11-11,2025-02-07,242.5,142.0,True,True,4.0,False,2120.0,Friday,8,2,4,False,True,False,False,15,2025-02-07 08:00:00,0.0,0.0,0.4574898785425101,0.3671988388969521,False,False
329671-93989,93989-location,Dogs & Cats Hospital,31764-93989,113-93989,2025-02-07,2025-02-07 10:15:00,15,Appointment,Grooming,Rescheduled,"TOR: 11-11-24 at 10:05a: Groom_x000D_
every 4th friday",Grooming,False,False,2024-11-11,2025-02-07,242.5,142.0,True,True,4.0,False,2122.25,Friday,10,2,4,False,True,False,False,15,2025-02-07 08:00:00,0.0,0.0,0.4574898785425101,0.3671988388969521,False,False
33352-93989,93989-location,Dogs & Cats Hospital,31764-93989,166-93989,2025-02-21,2025-02-21 08:00:00,15,Appointment,Drop Off,Cancelled,"MD: 02-21-25 at 7:57a: recheck was done on 2/7_x000D_
MD: 01-10-25 at 2:53p: recheck nose with Dr. Denson",Professional Services,True,False,2025-01-10,2025-02-21,0.0,,False,False,,True,1016.0,Friday,8,2,4,False,True,False,False,15,2025-02-07 10:15:00,13.0,0.0,0.4013605442176871,0.3671988388969521,False,False
33348-93989,93989-location,Dogs & Cats Hospital,31764-93989,113-93989,2025-02-21,2025-02-21 10:00:00,15,Appointment,Grooming,Rescheduled,"TOR: 11-11-24 at 10:05a: Groom_x000D_
every 4th friday",Grooming,False,False,2024-11-11,2025-02-21,0.0,,False,False,,True,2458.0,Friday,10,2,4,False,True,False,False,15,2025-02-21 08:00:00,0.0,0.2,0.4574898785425101,0.3671988388969521,False,False
331243-93989,93989-location,Dogs & Cats Hospital,31775-93989,113-93989,2025-02-24,2025-02-24 09:00:00,15,Appointment,Grooming,Kept,"SJ: 12-17-24 at 5:12p: Groom_x000D_
_x000D_
2/22/2025 1:22 PM: Appointment is confirmed",Grooming,False,False,2024-12-17,2025-02-24,75.0,1.0,True,True,1.0,False,1665.0,Monday,9,2,0,False,True,False,False,15,,,,0.4574898785425101,0.3671988388969521,False,False
325789-93989,93989-location,Dogs & Cats Hospital,3179-93989,113-93989,2025-01-02,2025-01-02 10:00:00,15,Appointment,Grooming,Rescheduled,"TOR: 08-07-24 at 11:02a: Groom_x000D_
every 10 weeks",Grooming,False,False,2024-08-07,2025-01-02,0.0,,False,False,,True,3562.0,Thursday,10,1,3,False,True,False,False,15,,,,0.4574898785425101,0.3671988388969521,False,False
3324-93989,93989-location,Dogs & Cats Hospital,3179-93989,166-93989,2025-01-16,2025-01-16 11:00:00,15,Appointment,Technician appointment,Kept,SJ: 01-16-25 at 10:10a: CBC,Professional Services,False,False,2025-01-16,2025-01-16,74.5,1.0,True,True,1.0,False,11.0,Thursday,11,1,3,False,True,False,False,15,2025-01-02 10:00:00,14.0,1.0,0.4013605442176871,0.3671988388969521,False,False
33394-93989,93989-location,Dogs & Cats Hospital,3179-93989,65-93989,2025-02-25,2025-02-25 07:45:00,15,Appointment,Exam,Kept,"SJ: 02-25-25 at 7:52a: Recheck from high wbc levels_x000D_
Here for Grooming",Professional Services,False,False,2025-02-25,2025-02-25,331.4,4.0,True,True,4.0,False,7.75,Tuesday,7,2,1,False,True,False,False,15,2025-01-16 11:00:00,39.0,0.5,0.4251968503937008,0.3671988388969521,False,False
329896-93989,93989-location,Dogs & Cats Hospital,3179-93989,113-93989,2025-02-25,2025-02-25 09:15:00,15,Appointment,Grooming,Kept,"JH: 11-13-24 at 7:56a: Jan 2nd groom - too soon, moved to Feb 25th_x000D_
TOR: 08-07-24 at 11:02a: Groom_x000D_
every 10 weeks",Grooming,False,False,2024-08-07,2025-02-25,331.4,4.0,True,True,4.0,False,4857.25,Tuesday,9,2,1,False,True,False,False,15,2025-02-25 07:45:00,0.0,0.3333333333333333,0.4574898785425101,0.3671988388969521,False,False
332131-93989,93989-location,Dogs & Cats Hospital,31828-93989,142-93989,2025-01-21,2025-01-21 15:30:00,30,Appointment,Exam,Kept,"SJ: 01-10-25 at 2:00p: Annual and vaccines_x000D_
_x000D_
1/19/2025 4:21 PM: Appointment is confirmed",Professional Services,False,False,2025-01-10,2025-01-21,270.7,8.0,True,True,8.0,False,279.5,Tuesday,15,1,1,False,False,True,False,30,,,,0.24581005586592178,0.3671988388969521,False,False
332431-93989,93989-location,Dogs & Cats Hospital,31837-93989,142-93989,2025-01-22,2025-01-22 15:30:00,15,Appointment,Exam,Kept,SJ: 01-16-25 at 5:56p: Annual and Vaccines,Professional Services,False,False,2025-01-16,2025-01-22,206.2,9.0,True,True,9.0,False,159.5,Wednesday,15,1,2,False,False,True,False,15,,,,0.24581005586592178,0.3671988388969521,False,False
333353-93989,93989-location,Dogs & Cats Hospital,3187-93989,162-93989,2025-02-11,2025-02-11 08:30:00,15,Appointment,Bath by Tech,Rescheduled,"TOR: 02-10-25 at 5:06p: Deluxe bath_x000D_
will be here by 9am",Professional Services,False,False,2025-02-10,2025-02-11,0.0,,False,False,,True,32.5,Tuesday,8,2,1,False,True,False,False,15,,,,0.2857142857142857,0.3671988388969521,False,False
333367-93989,93989-location,Dogs & Cats Hospital,3187-93989,162-93989,2025-02-14,2025-02-14 08:30:00,15,Appointment,Bath by Tech,Kept,"TOR: 02-10-25 at 5:06p: Deluxe bath_x000D_
will be here by 9am",Professional Services,False,False,2025-02-10,2025-02-14,49.0,1.0,True,True,1.0,False,104.5,Friday,8,2,4,False,True,False,False,15,2025-02-11 08:30:00,3.0,1.0,0.2857142857142857,0.3671988388969521,False,False
332114-93989,93989-location,Dogs & Cats Hospital,31878-93989,23-93989,2025-01-13,2025-01-13 13:15:00,30,Appointment,Exam,Kept,SJ: 01-10-25 at 10:48a: Annual and vaccines,Professional Services,False,False,2025-01-10,2025-01-13,111.3,7.0,True,True,7.0,False,85.25,Monday,13,1,0,False,False,True,False,30,,,,0.23934426229508196,0.3671988388969521,False,False
333998-93989,93989-location,Dogs & Cats Hospital,31888-93989,166-93989,2025-02-26,2025-02-26 13:00:00,30,Appointment,Drop Off,Kept,LP: 02-26-25 at 12:28p: annual exam and vaccines; limping after walk yesterday; O needs to drop off while at work,Professional Services,False,False,2025-02-26,2025-02-26,615.9,41.0,True,True,12.0,False,13.0,Wednesday,13,2,2,False,False,True,False,30,,,,0.4013605442176871,0.3671988388969521,False,False
33116-93989,93989-location,Dogs & Cats Hospital,3191-93989,23-93989,2025-02-20,2025-02-20 08:30:00,15,Appointment,Exam,Cancelled,"JH: 02-18-25 at 1:58p: cancelled via Otto_x000D_
_x000D_
JH: 11-19-24 at 8:50a: Recheck BW, urine",Professional Services,True,False,2024-11-19,2025-02-20,0.0,,False,False,,True,2240.5,Thursday,8,2,3,False,True,False,False,15,,,,0.23934426229508196,0.3671988388969521,False,False
33366-93989,93989-location,Dogs & Cats Hospital,3191-93989,65-93989,2025-02-25,2025-02-25 10:00:00,15,Appointment,Exam,Kept,"JH: 02-19-25 at 9:02a: Recheck BW, urine_x000D_
_x000D_
2/23/2025 8:10 PM: Appointment is confirmed",Professional Services,False,False,2025-02-19,2025-02-25,258.0,4.0,True,True,4.0,False,154.0,Tuesday,10,2,1,False,True,False,False,15,2025-02-20 08:30:00,5.0,1.0,0.4251968503937008,0.3671988388969521,False,False
333423-93989,93989-location,Dogs & Cats Hospital,3192-93989,142-93989,2025-02-12,2025-02-12 16:00:00,30,Appointment,Exam,Rescheduled,"JH: 02-12-25 at 3:58p: running late, moved appt to 5pm_x000D_
_x000D_
TOR: 02-12-25 at 10:39a: Vaccines",Professional Services,False,False,2025-02-12,2025-02-12,0.0,,False,False,,True,16.0,Wednesday,16,2,2,False,False,True,False,30,,,,0.24581005586592178,0.3671988388969521,False,False
333436-93989,93989-location,Dogs & Cats Hospital,3192-93989,142-93989,2025-02-12,2025-02-12 17:00:00,30,Appointment,Exam,Kept,"JH: 02-12-25 at 3:58p: running late, moved appt to 5pm_x000D_
_x000D_
TOR: 02-12-25 at 10:39a: Vaccines",Professional Services,False,False,2025-02-12,2025-02-12,0.0,,False,False,,True,17.0,Wednesday,17,2,2,False,False,False,True,30,2025-02-12 16:00:00,0.0,1.0,0.24581005586592178,0.3671988388969521,False,False
32895-93989,93989-location,Dogs & Cats Hospital,31942-93989,113-93989,2025-01-21,2025-01-21 09:15:00,15,Appointment,Grooming,Rescheduled,"JH: 01-20-25 at 2:36p: O contacted regarding DMS out sick w/Covid... will call to reschedule soon_x000D_
_x000D_
TOR: 10-21-24 at 10:40a: Groom_x000D_
every 6 weeks  Vaccines are due_x000D_
_x000D_
1/19/2025 9:19 AM: Appointment is confirmed",Grooming,False,False,2024-10-21,2025-01-21,0.0,,False,False,,True,2217.25,Tuesday,9,1,1,False,True,False,False,15,,,,0.4574898785425101,0.3671988388969521,False,False
332736-93989,93989-location,Dogs & Cats Hospital,31942-93989,166-93989,2025-01-28,2025-01-28 08:45:00,15,Appointment,Drop Off,Kept,TOR: 01-27-25 at 9:55a: Vaccines/ Groom,Professional Services,False,False,2025-01-27,2025-01-28,353.5,10.5,True,True,11.0,False,32.75,Tuesday,8,1,1,False,True,False,False,15,2025-01-21 09:15:00,6.0,1.0,0.4013605442176871,0.3671988388969521,False,False
33274-93989,93989-location,Dogs & Cats Hospital,31942-93989,113-93989,2025-01-28,2025-01-28 09:15:00,15,Appointment,Grooming,Kept,"JH: 01-20-25 at 2:36p: O contacted regarding DMS out sick w/Covid... will call to reschedule soon_x000D_
_x000D_
TOR: 10-21-24 at 10:40a: Groom_x000D_
every 6 weeks  Vaccines are due_x000D_
_x000D_
1/19/2025 9:19 AM: Appointment is confirmed_x000D_
_x000D_
1/26/2025 9:15 AM: Appointment is con...",Grooming,False,False,2024-10-21,2025-01-28,353.5,10.5,True,True,11.0,False,2385.25,Tuesday,9,1,1,False,True,False,False,15,2025-01-28 08:45:00,0.0,0.5,0.4574898785425101,0.3671988388969521,False,False
332879-93989,93989-location,Dogs & Cats Hospital,31956-93989,35-93989,2025-01-31,2025-01-31 09:00:00,15,Appointment,Boarding,Kept,JH: 01-29-25 at 12:04p: Brd till Sun 2/2,Boarding,False,False,2025-01-29,2025-01-31,0.0,,False,False,,True,57.0,Friday,9,1,4,False,True,False,False,15,,,,0.859504132231405,0.3671988388969521,False,True
33226-93989,93989-location,Dogs & Cats Hospital,31985-93989,142-93989,2025-01-14,2025-01-14 15:30:00,30,Appointment,Exam,Kept,JH: 01-13-25 at 1:03p: concerned about tumor getting bigger - poss biopsy w/AF,Professional Services,False,False,2025-01-13,2025-01-14,66.0,2.0,True,True,2.0,False,39.5,Tuesday,15,1,1,False,False,True,False,30,,,,0.24581005586592178,0.3671988388969521,False,False
332125-93989,93989-location,Dogs & Cats Hospital,3199-93989,166-93989,2025-01-16,2025-01-16 10:00:00,15,Appointment,Technician appointment,Kept,TOR: 01-10-25 at 1:09p: Bloodwork,Professional Services,False,False,2025-01-10,2025-01-16,132.5,2.0,True,True,2.0,False,154.0,Thursday,10,1,3,False,True,False,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
327159-93989,93989-location,Dogs & Cats Hospital,31994-93989,113-93989,2025-01-21,2025-01-21 08:30:00,15,Appointment,Grooming,Cancelled,"JH: 01-20-25 at 2:34p: O contacted regarding DMS out sick w/Covid... will call to reschedule soon_x000D_
_x000D_
TOR: 09-09-24 at 10:59a: Groom_x000D_
every 6 weeks, all 3_x000D_
_x000D_
1/19/2025 8:36 AM: Appointment is confirmed",Grooming,True,False,2024-09-09,2025-01-21,0.0,,False,False,,True,3224.5,Tuesday,8,1,1,False,True,False,False,15,,,,0.4574898785425101,0.3671988388969521,False,False
333253-93989,93989-location,Dogs & Cats Hospital,31994-93989,113-93989,2025-02-26,2025-02-26 09:00:00,15,Appointment,Grooming,Kept,"TOR: 02-07-25 at 9:09a: groom_x000D_
6 weeks_x000D_
_x000D_
2/24/2025 9:13 AM: Appointment is confirmed",Grooming,False,False,2025-02-07,2025-02-26,196.5,3.0,True,True,3.0,False,465.0,Wednesday,9,2,2,False,True,False,False,15,2025-01-21 08:30:00,36.0,1.0,0.4574898785425101,0.3671988388969521,False,False
32564-93989,93989-location,Dogs & Cats Hospital,32117-93989,142-93989,2025-02-03,2025-02-03 08:00:00,30,Appointment,Dental,Kept,TOR: 08-05-24 at 9:33a: Dental,Dentistry,False,False,2024-08-05,2025-02-03,408.5,13.0,True,True,13.0,False,4376.0,Monday,8,2,0,False,True,False,False,30,,,,0.24581005586592178,0.3671988388969521,False,False
32565-93989,93989-location,Dogs & Cats Hospital,32118-93989,65-93989,2025-02-03,2025-02-03 08:30:00,45,Appointment,Dental,Rescheduled,"JH: 01-06-25 at 12:27p: O can't bring both in at same time, moved to following week, Mon 1/10_x000D_
TOR: 08-05-24 at 9:33a: Dental",Dentistry,False,False,2024-08-05,2025-02-03,0.0,,False,False,,True,4376.5,Monday,8,2,0,False,True,False,False,45,,,,0.4251968503937008,0.3671988388969521,False,False
331883-93989,93989-location,Dogs & Cats Hospital,32118-93989,142-93989,2025-02-10,2025-02-10 09:30:00,15,Appointment,Dental,Kept,TOR: 08-05-24 at 9:33a: Dental,Dentistry,False,False,2024-08-05,2025-02-10,407.5,12.0,True,True,12.0,False,4545.5,Monday,9,2,0,False,True,False,False,15,2025-02-03 08:30:00,7.0,1.0,0.24581005586592178,0.3671988388969521,False,False
33262-93989,93989-location,Dogs & Cats Hospital,32124-93989,65-93989,2025-01-09,2025-01-09 09:15:00,30,Appointment,Exam,Kept,"JH: 01-09-25 at 8:07a: poss hot spot, hives/itchy",Professional Services,False,False,2025-01-09,2025-01-09,566.56,80.0,True,True,7.0,False,9.25,Thursday,9,1,3,False,True,False,False,30,,,,0.4251968503937008,0.3671988388969521,False,False
33268-93989,93989-location,Dogs & Cats Hospital,32124-93989,65-93989,2025-01-24,2025-01-24 08:00:00,15,Appointment,Exam,Rescheduled,"TOR: 01-23-25 at 5:40p: _x000D_
EJF: 01-09-25 at 9:33a: recheck skin_x000D_
_x000D_
1/22/2025 2:20 PM: Appointment is confirmed",Professional Services,False,False,2025-01-09,2025-01-24,0.0,,False,False,,True,368.0,Friday,8,1,4,False,True,False,False,15,2025-01-09 09:15:00,14.0,0.0,0.4251968503937008,0.3671988388969521,False,False
